Geneid	NORMAL_1	NORMAL_2	RESISTANT_1	RESISTANT_2	RESISTANT_2
840	453	302	234	232	232
79949	41	55	127	112	112
100616162	0	0	0	0	0
9937	191	110	163	165	165
374354	374	241	723	716	716
153	6	10	2	5	5
55088	713	343	1561	1516	1516
100302224	0	0	0	0	0
56165	2	6	26	13	13
340706	49	25	60	62	62
84632	157	237	155	145	145
3983	1992	1643	1026	1069	1069
101927692	0	0	0	0	0
57700	509	415	496	544	544
142940	383	202	116	119	119
102724589	0	0	0	0	0
26033	32	18	104	84	84
2674	113	108	32	33	33
374355	0	0	0	0	0
119548	0	0	0	0	0
5406	0	0	0	0	0
5407	0	0	0	0	0
5408	0	0	0	0	0
143379	3	2	0	0	0
259217	96	199	12	18	18
387712	0	4	26	36	36
57698	291	168	864	860	860
11023	0	0	6	7	7
101927704	0	0	0	0	0
100500893	0	0	0	0	0
338567	0	0	6	6	6
6571	151	135	35	24	24
118987	438	286	692	627	627
196047	448	39	0	0	0
2018	297	13	45	24	24
22841	582	362	415	391	391
255082	22	19	0	0	0
63877	355	286	433	409	409
100506126	1	0	0	0	0
2834	0	0	0	0	0
143384	698	415	583	561	561
340719	35	40	0	0	0
8661	3754	2174	6657	6428	6428
641451	0	1	22	11	11
404636	290	214	502	505	505
119559	181	135	177	179	179
10935	1513	1132	301	319	319
105378579	0	0	0	0	0
2869	397	475	70	78	78
100616398	0	0	0	0	0
105378510	9	15	0	0	0
6001	222	207	82	108	108
7073	788	609	1244	1094	1094
9531	263	485	787	693	693
22876	319	306	331	310	310
79892	769	602	589	564	564
11196	701	529	908	840	840
100616322	0	0	0	0	0
196051	4	0	4	0	0
404216	0	0	0	0	0
283089	0	1	0	0	0
55717	1014	615	2929	2887	2887
2263	593	253	319	309	309
11101	560	517	484	476	476
100130887	0	0	0	0	0
54780	352	311	335	277	277
10579	373	722	1230	1144	1144
118663	400	90	1209	1168	1168
59338	925	413	617	625	625
100500866	0	0	0	0	0
387715	0	0	2	2	2
5654	1040	2433	206	235	235
1755	268	161	34	29	29
399814	0	0	0	0	0
375940	0	0	0	0	0
50624	0	0	0	0	0
100533195	0	0	0	0	0
196792	7	5	13	27	27
399815	4	2	5	2	2
118670	0	0	0	0	0
80007	110	91	78	73	73
118672	44	13	41	61	61
64376	352	231	410	379	379
36	716	320	554	593	593
340784	0	0	0	0	0
3167	0	0	0	0	0
9184	1068	629	370	351	351
2849	0	2	0	0	0
119587	258	1350	6	7	7
51363	453	573	35	41	41
4942	834	1153	576	516	516
390010	0	0	0	0	0
64077	115	166	63	82	82
9679	572	305	180	153	153
101927944	0	2	2	0	0
399818	158	110	222	213	213
23172	289	189	264	229	229
54764	558	469	829	892	892
1488	736	607	714	565	565
100423041	0	0	0	0	0
100169752	0	0	0	0	0
387718	0	0	0	0	0
283038	0	2	0	0	0
399821	2	2	0	0	0
26098	278	205	1512	1494	1494
101927983	3	0	3	1	1
118856	4	6	26	12	12
7390	138	134	525	536	536
100616327	0	0	0	0	0
56647	338	252	392	498	498
55760	301	243	240	273	273
92565	18	12	88	80	80
101410540	0	0	0	0	0
8038	505	714	107	116	116
101101772	1	0	0	0	0
118611	0	2	4	0	0
1793	831	955	5137	4811	4811
642938	8	13	75	70	70
594857	0	0	2	0	0
399823	0	2	23	20	20
119467	2	0	0	0	0
5791	550	353	259	231	231
4288	471	131	3985	3836	3836
101927381	0	0	0	0	0
4255	172	219	100	75	75
105378559	3	4	1	0	0
253738	53	217	31	31	31
100422873	0	0	0	0	0
387723	24	45	0	0	0
119437	7	6	231	223	223
10539	431	266	885	832	832
101927435	0	0	0	0	0
100422867	0	0	0	0	0
256536	6	6	0	0	0
101927489	0	0	0	0	0
399827	0	0	0	0	0
101929806	0	0	0	0	0
55844	276	272	312	309	309
664	201	217	114	102	102
282973	7	30	29	41	41
10570	0	13	1	2	2
282974	28	44	33	18	18
80313	85	85	143	144	144
170394	77	21	186	190	190
170393	0	0	0	3	3
3632	368	742	197	224	224
84504	0	0	4	2	2
54777	2	3	3	5	5
101927590	1	0	0	0	0
103695432	0	0	0	0	0
399829	0	1	0	0	0
84435	6	0	0	1	1
100128127	0	0	0	0	0
85442	1	0	3	2	2
8433	0	0	0	0	0
27287	14	35	0	4	4
101927671	0	0	0	0	0
574448	0	0	0	0	0
101	253	122	108	87	87
10844	410	431	299	337	337
118472	45	60	45	59	59
50632	0	2	0	0	0
118471	2	2	6	6	6
282969	23	15	6	10	10
1892	973	571	593	560	560
100500911	0	0	0	0	0
196743	38	29	47	38	38
92170	180	151	418	441	441
503542	32	10	20	18	18
619207	19	19	72	60	60
1571	5	9	25	48	48
93426	0	0	3	1	1
399833	0	0	0	0	0
441581	0	0	0	0	0
100133161	1	0	101	209	209
147199	0	0	0	2	2
113746	0	0	10	25	25
51272	679	538	30	34	34
60626	806	705	278	279	279
102465445	0	0	0	0	0
23410	163	149	60	76	76
5719	712	573	371	375	375
171389	7	4	1	1	1
80162	466	443	63	46	46
387733	0	0	2	2	2
10581	839	710	120	98	98
8519	912	929	137	138	138
10410	1674	2031	558	558	558
338707	3	5	8	11	11
11187	151	68	440	468	468
59307	133	101	152	86	86
338440	157	72	143	129	129
81490	52	104	10	8	8
6050	129	122	4	2	2
115399	3	3	0	0	0
101059906	1	0	0	0	0
3265	43	6	0	4	4
256329	0	1	0	0	0
8045	33	27	14	6	6
100506211	2	0	0	0	0
406992	0	0	0	0	0
143666	0	0	0	0	0
105376667	0	0	0	0	0
57661	21	59	4	4	4
3665	5	24	0	0	0
53841	0	0	0	0	0
6343	0	0	0	0	0
1815	0	0	0	0	0
10522	173	159	220	268	268
283232	96	76	58	75	75
64787	378	168	859	739	739
6888	1144	759	901	960	960
347862	343	225	74	77	77
171391	12	12	6	10	10
105369190	20	10	0	0	0
51286	0	1	0	0	0
79751	100	83	59	68	68
101927423	4	0	0	0	0
55367	81	87	59	39	39
6181	1132	719	1448	1427	1427
619565	1	4	175	203	203
57104	292	254	1053	1063	1063
283229	126	81	90	77	77
977	1342	1794	404	411	411
5441	100	142	65	38	38
7106	207	510	72	53	53
66005	372	394	215	237	237
161	105	134	51	53	53
4588	0	0	5	7	7
101927503	0	0	0	0	0
4583	13	1	341	328	328
4586	21	1	30	31	31
727897	11	0	391	322	322
102466725	0	0	1	0	0
54472	628	457	104	81	81
255512	2	5	0	0	0
9024	4	1	24	18	18
81532	179	294	71	95	95
1850	0	5	0	0	0
101927562	0	0	0	0	0
338651	0	0	0	0	0
387264	0	0	0	0	0
440021	0	0	0	0	0
387266	0	0	0	0	0
439915	0	0	0	0	0
387742	0	0	0	0	0
100132464	0	0	0	0	0
440023	0	0	0	0	0
402778	59	15	944	906	906
1509	4967	3384	2694	2704	2704
90019	684	42	533	529	529
7136	289	14	1638	1430	1430
4046	1199	809	90	100	100
100423021	0	0	0	0	0
102465993	0	1	0	0	0
101927624	9	0	0	0	0
7140	200	50	1617	1440	1440
6150	32	43	10	12	12
100133545	0	0	0	0	0
104355220	0	0	0	0	0
283120	78	235	1208	1553	1553
100033819	0	0	0	0	0
723961	0	0	0	0	0
3481	2	9	63	46	46
619552	0	0	1	1	1
51214	0	2	0	0	0
3630	0	0	0	0	0
7054	0	0	5	6	6
100616126	0	0	0	0	0
430	8	2	0	0	0
29125	35	17	4	2	2
10077	25	12	6	6	6
101927682	2	0	0	0	0
975	2801	4670	1856	1735	1735
10078	133	137	6	6	6
29850	10	2	10	7	7
3784	371	82	444	544	544
10984	31	31	35	32	32
338653	0	0	0	0	0
55539	0	0	0	0	0
1028	8	10	0	0	0
5003	2	0	0	0	0
5002	14	19	4	4	4
7262	0	0	0	0	0
4676	497	147	134	34	34
677833	0	0	0	1	1
833	336	41	121	128	128
114879	175	225	128	114	114
386746	0	0	0	0	0
283303	0	0	0	0	0
116534	0	0	0	0	0
7748	269	118	641	620	620
650368	2	5	11	11	11
10821	0	0	0	2	2
105376525	0	0	0	0	0
105376526	53	9	0	1	1
101927708	1	0	0	0	0
7221	0	2	0	0	0
116969	2	3	0	0	0
417	0	0	0	2	2
57053	6	3	15	22	22
4928	1094	741	2238	2010	2010
27315	174	84	177	158	158
391	385	439	32	42	42
6786	611	675	390	378	378
100616453	0	0	0	0	0
6240	564	362	510	528	528
100506082	0	0	0	0	0
143496	0	0	0	0	0
6737	329	162	205	219	219
119774	0	0	3	0	0
390036	0	0	2	0	0
119772	0	0	0	0	0
143501	0	0	0	0	0
143502	0	0	10	10	10
390037	0	0	18	17	17
55128	228	147	73	76	76
390038	0	0	0	0	0
143503	37	23	0	2	2
81285	13	8	10	0	0
256892	0	0	0	0	0
119695	0	0	0	0	0
119694	0	0	0	0	0
119692	0	0	0	0	0
401665	0	0	0	0	0
119687	0	0	0	0	0
81282	0	0	0	0	0
79324	0	0	0	0	0
401666	0	0	0	0	0
401667	0	0	0	0	0
56547	0	0	0	0	0
119682	0	0	0	0	0
119679	0	0	0	0	0
119678	0	0	0	2	2
390054	0	0	0	0	0
23538	0	0	0	0	0
283111	0	0	0	0	0
3043	556	295	18835	16899	16899
3045	0	0	4	2	2
3044	0	0	0	0	0
103344929	0	0	0	0	0
3047	0	0	8	1	1
3048	0	0	12	12	12
3046	0	0	6	2	2
79339	0	0	10	12	12
79345	0	0	6	0	0
282763	0	0	2	2	2
390058	0	0	31	25	25
390059	0	0	4	8	8
390061	0	0	20	12	12
390063	0	0	6	4	4
390064	0	0	6	6	6
390066	0	0	21	42	42
50613	0	0	14	10	10
143630	0	2	27	18	18
101927763	0	0	0	0	0
390067	0	0	22	15	15
340980	0	0	26	5	5
117854	80	72	39	19	19
445372	0	0	0	0	0
53840	0	0	4	2	2
85363	425	326	206	195	195
10346	2081	1060	1205	1200	1200
390072	1	4	95	138	138
387748	0	0	116	97	97
390075	0	0	2	0	0
79473	0	0	40	47	47
390077	0	0	55	72	72
390078	0	0	22	14	14
390079	0	0	23	32	32
390081	0	0	20	24	24
390083	0	0	44	43	43
390084	0	0	10	13	13
338751	0	0	22	30	30
120793	0	0	15	10	10
120796	0	0	21	8	8
196335	0	0	78	78	78
255725	0	0	4	0	0
120787	0	0	14	11	11
160298	4	1	10	12	12
84067	282	438	180	192	192
1262	0	1	12	4	4
887	0	0	0	0	0
112464	20	29	0	2	2
6609	238	294	121	89	89
322	177	395	51	59	59
3263	4	4	19	34	34
10612	42	157	19	40	40
23647	316	342	92	144	144
26515	431	276	28	22	22
144132	122	91	461	455	455
23378	122	131	57	85	85
3611	995	2591	1001	1003	1003
6881	192	155	236	240	240
1200	2022	2347	377	392	392
8642	474	971	141	173	173
63875	249	221	28	23	23
387751	414	138	122	123	123
338755	2	4	14	8	8
144125	0	0	17	2	2
8590	0	0	10	16	16
144124	0	0	55	70	70
341276	0	0	60	48	48
283297	0	0	22	8	8
120776	0	0	11	16	16
120775	0	0	12	12	12
7762	74	36	91	81	81
7761	69	22	39	49	49
338323	3	0	32	38	38
27288	2	0	8	2	2
100313774	0	0	0	0	0
143425	12	3	13	21	21
100506258	18	3	4	2	2
283298	194	426	42	44	44
8495	1296	299	2986	2898	2898
51700	124	54	269	256	256
341277	36	0	40	36	36
120065	0	0	4	4	4
120066	0	0	0	1	1
26343	0	0	0	0	0
283299	6	0	0	1	1
390093	0	0	0	0	0
26496	0	0	0	0	0
338322	0	0	0	0	0
8665	1233	921	739	765	765
103581031	0	0	0	0	0
7275	74	155	10	32	32
101927917	0	0	0	0	0
79608	82	51	76	74	74
4004	0	4	0	0	0
65975	26	47	10	30	30
9866	310	78	295	309	309
6157	3504	2428	6584	6473	6473
619562	3	5	255	197	197
677826	0	5	92	94	94
6764	771	997	505	429	429
102724784	0	0	0	0	0
56672	116	121	70	65	65
56673	4	0	2	2	2
56676	0	0	2	5	5
56674	674	433	201	231	231
493900	13	12	0	1	1
56675	13	7	6	9	9
57758	1199	275	674	729	729
100847015	0	0	0	0	0
283102	2	0	8	0	0
23258	894	1222	585	572	572
100189370	0	0	0	0	0
440026	397	212	304	361	361
10527	2517	1724	1883	1784	1784
677808	2	0	528	458	458
644656	11	2	0	0	0
7702	184	131	404	330	330
7465	587	510	1007	881	881
23075	1565	1033	1494	1430	1430
101927955	0	3	0	2	2
440028	3	4	2	0	0
283104	26	23	11	8	8
81846	719	559	4190	4234	4234
101928008	0	0	3	2	2
105376544	2	6	0	0	0
133	134	311	16	21	21
100130460	0	2	0	0	0
272	357	160	445	408	408
100463486	13	4	37	31	31
100616263	0	0	0	0	0
50862	794	485	183	184	184
100129827	1	0	0	0	0
10894	299	886	18	12	12
10335	962	1679	122	108	108
9646	1046	507	819	775	775
1982	13828	8155	15853	15400	15400
692223	7	0	851	815	815
101928053	2	1	0	0	0
58486	761	398	743	731	731
729013	92	72	0	0	0
374378	104	267	18	17	17
283106	125	72	731	652	652
100423026	0	0	0	0	0
102465870	0	0	0	0	0
55031	1166	774	1735	1721	1721
27122	747	1022	95	110	110
9645	978	929	700	659	659
102466906	0	0	0	0	0
84953	128	29	156	154	154
55742	1317	2191	289	306	306
7003	1336	1075	639	610	610
100506305	149	7	2	2	2
644943	39	13	2	4	4
406	177	73	194	163	163
84280	479	346	514	538	538
5741	0	0	11	11	11
84188	1471	750	921	954	954
101928132	0	0	0	0	0
10418	1871	2651	60	46	46
22800	218	179	518	447	447
1315	1927	1185	1499	1275	1275
5682	868	732	609	601	601
5140	428	402	203	188	188
120227	117	80	248	227	227
796	0	2	2	0	0
797	0	0	0	0	0
387755	12	27	0	0	0
102724957	0	0	0	0	0
55553	49	30	106	121	121
102464826	0	0	0	0	0
10944	1693	1166	876	746	746
144100	588	245	1539	1410	1410
10819	35	13	286	284	284
6207	3136	1869	1096	1019	1019
26822	3	0	31	29	29
85388	8	0	14	22	22
5286	1051	733	1837	1766	1766
4925	647	644	360	345	345
374383	37	31	38	16	16
3767	4	6	6	2	2
6833	1	7	34	45	45
10083	0	6	14	21	21
340990	0	0	0	0	0
102723330	0	0	0	0	0
4654	0	0	2	0	0
3746	6	0	0	0	0
26297	109	63	144	107	107
7166	1	3	80	85	85
113174	116	97	130	135	135
117195	0	0	0	0	0
6290	0	0	0	0	0
117196	2	0	0	0	0
494141	0	0	4	0	0
100528017	0	0	0	0	0
6291	0	0	0	0	0
6289	31	15	0	1	1
6288	48	28	4	10	10
11234	407	317	388	387	387
2965	459	413	560	439	439
100423016	0	0	0	0	0
3939	3175	3175	6889	6641	6641
3948	0	4	14	15	15
160287	0	0	25	32	32
7251	570	370	657	632	632
55293	473	256	223	222	222
100506540	2	0	0	0	0
144108	444	364	258	237	237
144110	99	94	15	12	12
283284	1	5	16	11	11
84867	2	25	10	4	4
259249	0	0	0	0	0
117194	1	12	0	0	0
54503	643	187	1024	971	971
8048	0	0	21	28	28
79733	138	52	240	237	237
89797	218	200	468	375	375
100874012	0	0	0	0	0
399876	0	0	0	0	0
100616118	0	0	0	0	0
100126784	1	15	2	6	6
100616426	0	0	0	0	0
100874014	0	0	0	0	0
120237	0	0	0	0	0
10553	409	264	311	316	316
10196	171	146	355	340	340
9152	0	0	0	0	0
4745	6	0	6	4	4
203859	90	86	58	65	65
57084	0	0	0	0	0
102723378	0	0	0	0	0
2188	234	58	216	194	194
2620	38	10	43	40	40
258010	236	86	87	119	119
100500938	0	0	2	0	0
102465860	0	0	0	0	0
338645	32	7	33	23	23
63982	4	2	20	8	8
143662	3	8	7	9	9
159963	11	1	39	43	43
387758	84	101	22	20	20
8424	2	2	193	167	167
103695435	24	5	0	0	0
91057	79	51	118	105	105
55366	652	269	717	557	557
105376671	0	0	0	0	0
55327	357	181	534	422	422
497258	20	16	1	0	0
102465881	0	0	0	0	0
101410541	0	0	0	0	0
627	36	97	23	28	28
81930	48	31	133	156	156
693195	0	0	0	0	0
196074	200	130	208	215	215
102466876	0	0	0	2	2
3739	0	0	0	0	0
2488	0	0	0	0	0
120534	463	257	278	254	254
744	155	71	119	126	126
100506627	0	0	4	4	4
341019	0	2	19	6	6
120526	160	142	56	76	76
196294	22	10	65	64	64
26610	173	146	120	129	129
5080	8	8	28	20	20
440034	0	0	0	0	0
103157000	0	0	0	0	0
100506675	0	0	0	0	0
5954	2594	1328	957	869	869
7490	2	0	0	0	0
51352	0	0	0	0	0
10480	1121	680	847	838	838
493860	3	1	44	19	19
79056	375	130	191	176	176
79832	601	287	1658	1511	1511
91614	5	14	10	7	7
55346	117	130	172	155	155
283267	87	60	18	21	21
1479	292	203	574	494	494
338739	1	0	0	0	0
10114	1752	1497	2519	2410	2410
25758	77	2	105	100	100
100131378	2	0	8	4	4
966	4697	3668	2023	1928	1928
26273	533	385	386	374	374
101928440	0	0	0	0	0
4005	185	187	64	60	60
4076	2655	1658	3983	3671	3671
55226	531	291	888	912	912
25841	53	60	48	34	34
847	2578	1264	1524	1332	1332
2001	141	31	89	81	81
26298	6099	638	1522	1500	1500
51074	129	113	149	133	133
8050	286	246	632	646	646
100616437	0	0	0	0	0
100507144	3	0	0	0	0
960	3068	2534	2778	2635	2635
6506	24	17	9	8	8
25891	458	691	57	80	80
24147	45	24	58	61	61
54765	1506	959	1566	1391	1391
143458	119	159	10	14	14
100616311	0	0	0	0	0
29099	282	237	84	88	88
79899	119	85	6	5	5
7189	315	182	225	219	219
5896	33	6	66	70	70
5897	0	0	0	0	0
119710	50	79	48	49	49
103312105	0	0	0	0	0
101928536	0	0	0	0	0
57689	6	12	12	22	22
102723644	0	0	0	0	0
100507205	0	0	0	0	0
399881	0	0	0	0	0
8539	1498	968	873	876	876
55761	895	659	1459	1394	1394
100313777	0	0	0	0	0
406918	0	0	0	0	0
51144	758	628	391	336	336
221120	92	83	147	111	111
729799	7	5	28	15	15
100507300	1	2	2	0	0
390110	0	1	0	0	0
387763	68	407	79	76	76
84680	235	209	173	132	132
2132	734	697	955	969	969
60529	0	7	4	2	2
3732	849	462	264	247	247
90139	238	769	22	15	15
9537	447	464	153	151	151
221122	0	0	0	0	0
56981	134	79	150	138	138
101060179	0	0	0	0	0
57586	0	2	0	0	0
101928812	0	0	0	0	0
399886	0	0	0	0	0
8534	34	25	1	6	6
102465691	0	0	0	0	0
100507384	0	0	0	0	0
374387	0	0	0	0	0
55343	406	242	150	145	145
1408	295	555	149	153	153
9479	38	75	63	47	47
143678	1	3	2	0	0
9409	122	87	176	178	178
120071	42	28	54	43	43
51317	475	349	801	810	810
101928894	0	0	0	0	0
90993	286	604	357	354	354
8525	312	352	375	340	340
100616368	0	0	0	2	2
4192	504	300	2191	2223	2223
1132	0	0	2	6	6
55626	341	262	766	811	811
100422827	0	0	0	0	0
100422825	0	0	0	0	0
283254	38	37	26	24	24
9776	803	614	546	536	536
392	1559	2619	576	547	547
79797	72	100	30	26	26
2147	0	3	16	16	16
9793	872	723	2132	1953	1953
100847020	0	0	0	0	0
692108	0	0	36	36	36
100507401	0	2	0	0	0
4038	88	44	330	310	310
79096	162	120	298	272	272
84364	715	535	318	377	377
29763	111	101	70	81	81
102466726	0	0	0	0	0
1643	276	276	655	573	573
53	373	343	69	66	66
10062	225	251	73	92	92
8567	925	635	1416	1539	1539
101928943	0	0	0	0	0
4607	5	0	13	18	18
6688	339	281	30	49	49
100616222	0	0	0	0	0
91252	304	440	120	119	119
5702	578	497	521	504	504
5913	0	0	57	45	45
10658	1350	772	561	523	523
114971	107	99	40	27	27
55709	102	67	44	47	47
4722	327	232	636	657	657
399888	0	6	4	1	1
114900	0	0	0	0	0
23788	610	523	773	836	836
79841	54	24	99	112	112
23360	740	668	2616	2516	2516
23279	665	431	733	684	684
5795	562	357	464	488	488
100423000	0	0	0	0	0
119765	0	0	0	0	0
119764	0	0	0	0	0
390113	0	0	0	0	0
256148	0	0	0	0	0
256144	0	0	0	0	0
403253	0	0	0	0	0
283116	0	0	0	0	0
646754	0	0	0	0	0
2346	54	44	34	37	37
440040	0	0	0	0	0
283092	0	0	0	0	0
283093	0	0	0	0	0
403257	0	0	0	0	0
441601	1	0	0	0	0
646813	0	0	0	0	0
119749	0	0	0	0	0
81318	0	0	0	0	0
79097	0	0	0	0	0
440041	0	0	0	0	0
81327	0	0	0	0	0
81328	0	0	0	0	0
81309	0	0	0	0	0
219428	0	0	0	0	0
219429	0	0	0	6	6
81300	0	0	0	0	0
219431	0	0	0	0	0
219432	0	0	0	0	0
390142	0	0	0	0	0
219436	0	0	0	0	0
219437	0	0	0	0	0
219438	0	0	0	0	0
26338	0	0	0	0	0
390144	0	0	0	0	0
84767	0	0	0	0	0
390148	0	0	0	0	0
10798	0	0	0	0	0
282770	0	0	0	0	0
219445	0	0	0	0	0
338674	0	0	0	0	0
219447	0	0	0	0	0
120586	0	0	0	0	0
390151	0	0	0	0	0
390152	0	0	0	0	0
81168	0	0	0	0	0
219453	0	0	0	0	0
282775	0	0	0	0	0
219464	0	0	0	0	0
390154	0	0	0	0	0
390155	0	0	0	0	0
219469	0	0	0	0	0
219473	0	0	0	0	0
390157	0	0	0	0	0
219477	0	0	0	0	0
219417	0	0	0	0	0
219479	0	0	0	0	0
390162	0	0	0	0	0
219482	0	0	0	0	0
219484	0	0	0	0	0
219487	0	0	16	10	10
390167	0	0	0	0	0
390168	0	0	0	0	0
338675	0	0	0	0	0
219493	0	0	2	2	2
390174	0	0	0	0	0
283189	0	0	0	0	0
102465135	0	0	0	0	0
101927120	0	0	0	0	0
390181	0	0	0	0	0
219525	0	0	0	0	0
219527	8	10	0	0	0
187	209	345	2	4	4
85456	1257	998	1352	1309	1309
105369311	4	4	2	0	0
6749	1215	799	878	801	801
5024	0	1	0	0	0
10394	0	0	0	0	0
5553	8	7	2	4	4
29015	335	542	79	73	73
349667	0	16	0	0	0
8501	70	200	30	18	18
26519	105	56	62	54	54
219537	9	3	57	37	37
9246	960	485	399	386	386
710	2635	4244	3484	3367	3367
406919	0	0	0	0	0
219539	6	13	23	19	19
10978	131	64	32	36	36
25921	1442	992	667	555	555
219541	75	49	57	80	80
51075	493	346	438	422	422
100528016	0	0	0	0	0
280636	118	45	139	157	157
643376	0	0	44	81	81
1500	57	36	56	65	65
219956	0	1	0	0	0
219952	0	0	0	0	0
219954	0	0	0	0	0
219957	0	0	0	0	0
219958	0	0	0	0	0
219959	0	0	0	0	0
219960	0	0	0	0	0
81341	0	0	0	0	0
219965	0	0	0	0	0
441608	0	0	0	0	0
390190	0	0	0	0	0
390191	0	0	0	0	0
219968	2	0	0	0	0
9404	469	281	83	62	62
386607	0	0	0	0	0
80829	983	652	51	48	48
1270	0	0	5	8	8
10249	0	0	0	0	0
219970	0	4	2	0	0
92292	0	0	0	0	0
283194	5	0	0	0	0
374393	84	30	82	72	72
101927204	87	29	0	0	0
63901	620	386	740	678	678
23220	1830	421	634	596	596
219972	1977	1621	150	150	150
341112	2	1	0	0	0
105369316	9	8	0	0	0
390195	0	0	0	0	0
219981	0	0	0	0	0
219982	0	0	0	0	0
219983	0	0	0	0	0
390197	0	0	0	0	0
219986	0	0	0	0	0
390199	0	0	0	0	0
100188993	0	0	0	0	0
100189283	0	0	0	0	0
100189115	0	0	0	0	0
100189240	0	0	0	0	0
100189238	0	0	0	0	0
100189415	0	0	0	0	0
100049613	0	0	0	0	0
100009605	0	0	0	0	0
5007	1050	617	768	767	767
100422880	0	0	0	0	0
219988	673	461	701	728	728
390201	2	0	0	0	0
81343	0	0	0	0	0
6809	511	340	340	318	318
54948	235	176	123	101	101
2694	0	0	26	14	14
6947	244	417	413	462	462
255649	0	0	0	0	0
105369444	0	0	0	0	0
219990	0	0	0	0	0
932	0	2	0	0	0
2206	179	87	11	10	10
64231	927	896	187	186	186
643680	14	30	4	12	12
102465250	0	2	0	0	0
51338	316	416	23	16	16
245802	1	0	0	12	12
58475	613	834	130	100	100
84689	10	38	18	29	29
64232	0	0	2	6	6
931	1050	265	27	38	38
54860	0	2	0	0	0
503497	0	0	0	0	0
283197	0	0	0	0	0
83661	0	0	12	10	10
728588	2	0	0	0	0
219995	0	0	0	0	0
341116	0	0	0	2	2
79080	127	108	33	33	33
11251	19	7	4	0	0
22917	0	1	0	0	0
27339	856	658	328	319	319
79073	508	688	178	168	168
54972	91	59	38	28	28
51296	137	234	54	41	41
923	287	124	73	63	63
921	225	94	39	22	22
55048	239	177	104	75	75
643834	1	3	0	0	0
643847	0	0	0	0	0
5222	1	0	9	3	3
220001	13	39	28	16	16
1642	2425	1508	1788	1730	1730
26007	241	165	80	88	88
220002	511	434	49	35	35
51524	266	189	74	93	93
51259	85	100	42	43	43
79869	865	843	484	550	550
54949	295	190	307	292	292
220004	13	17	30	31	31
100616470	0	0	0	0	0
390205	5	11	0	0	0
9066	20	22	14	18	18
101927495	0	0	0	0	0
113157	6	6	0	1	1
747	28	40	18	18	18
745	22	21	90	81	81
26070	0	0	0	0	0
746	160	84	139	114	114
693196	0	0	0	0	0
2237	175	100	20	24	24
3992	420	301	66	39	39
100302263	0	0	0	0	0
9415	394	702	119	102	102
3995	118	154	50	86	86
102465446	0	1	0	0	0
5866	118	231	7	4	4
7439	67	52	94	98	98
2495	9872	10644	17901	17165	17165
3619	127	82	240	218	218
10648	0	0	0	0	0
4246	0	2	0	0	0
10647	0	0	0	0	0
4250	2	0	0	0	0
404552	0	0	0	0	0
80150	59	62	14	18	18
7356	2	1	4	3	3
79026	8786	8118	42040	41091	41091
1937	11259	7700	5488	5179	5179
102465447	0	0	2	0	0
64852	182	144	100	104	104
9219	1038	685	886	835	835
256364	452	291	341	277	277
6094	24	13	12	19	19
26229	153	150	67	72	72
23193	3012	2466	1567	1343	1343
80789	234	145	84	70	70
102288414	0	1	2	0	0
79081	35	25	33	72	72
751071	31	8	10	17	17
692158	0	0	0	0	0
790955	32	19	10	24	24
51035	550	361	243	246	246
221091	60	88	2	2	2
26580	8	15	136	133	133
100534595	0	0	0	0	0
2785	0	0	21	15	15
221092	392	248	19	28	28
283237	169	91	139	132	132
79842	56	25	65	72	72
5436	260	234	142	137	137
10629	103	79	127	108	108
374395	255	195	86	78	78
102465448	2	0	0	0	0
79064	48	22	46	26	26
10482	844	1160	744	751	751
102465257	1	0	0	1	1
6811	338	330	208	182	182
54663	139	90	149	226	226
26855	1	3	43	26	26
23642	326	172	16	17	17
9304	13	10	316	316	316
9298	10	1	15	20	20
9299	0	2	7	2	2
9297	7	5	3	11	11
9300	6	2	27	32	32
9301	2	2	18	23	23
9302	1	2	43	21	21
9303	2	3	7	6	6
6520	604	570	211	201	201
1128	0	0	0	0	0
9356	0	0	0	0	0
9376	0	0	0	2	2
283238	0	0	0	0	0
387601	0	0	2	0	0
387775	0	0	4	2	2
114571	0	0	0	4	4
117245	8	34	0	0	0
85329	8	10	0	1	1
5920	223	151	127	161	161
54979	2	5	6	4	4
11145	165	146	21	33	33
25923	1102	930	413	442	442
10313	1241	1091	351	344	344
65998	155	288	6	6	6
144097	83	89	130	128	128
105369337	0	2	0	0	0
2011	567	400	645	545	545
283248	14	45	36	10	10
79829	370	198	79	86	86
100873759	0	0	0	0	0
1351	185	104	123	131	131
55611	591	515	261	235	235
28992	18	9	56	32	32
23769	7	6	40	33	33
10963	941	909	1022	1010	1010
83706	316	248	90	90	90
83707	122	106	53	59	59
84304	139	110	78	73	73
3338	149	159	81	60	60
7423	128	304	93	100	100
2286	249	237	44	50	50
26472	217	113	276	235	235
5331	358	294	500	506	506
56834	97	133	44	35	35
572	7	8	1	8	8
50801	0	0	0	0	0
25858	0	3	0	0	0
2101	179	106	69	56	56
51504	448	330	72	95	95
25824	1023	446	415	335	335
283234	264	119	127	152	152
102466815	0	0	0	0	0
8986	191	169	98	109	109
100302280	0	0	0	0	0
100996455	1	4	0	0	0
55867	0	0	0	0	0
116085	0	0	0	2	2
9379	7	11	22	27	27
10235	205	281	58	64	64
5837	42	397	44	35	35
7536	1516	1314	1809	1746	1746
5871	167	146	123	131	131
