Geneid,N1,N2,N3,R1,R2,R3,R4,R5
28689,6,4,0,0,0,0,0,0
28688,4,0,0,2,3,0,2,0
6956,3,0,1,2,0,0,0,0
28686,0,0,0,0,0,0,0,0
28685,2,3,0,0,0,0,0,0
28678,0,0,0,0,0,0,0,0
28676,2,3,2,4,0,0,0,1
28674,7,2,1,6,5,0,0,0
28684,7,3,1,4,1,3,2,4
28683,6,6,1,2,0,0,1,0
28671,8,7,13,2,6,0,0,0
28673,8,6,4,6,4,9,4,12
28682,4,2,0,1,2,0,0,0
28670,8,4,2,2,1,2,0,0
28669,8,1,4,0,0,1,5,2
28677,7,4,2,6,6,0,0,3
28672,7,7,6,14,4,0,0,0
28680,8,6,3,6,4,4,3,0
28667,4,5,5,0,1,0,0,0
28666,6,4,2,0,0,0,0,0
28665,1,1,1,2,0,0,0,0
28664,10,2,6,4,0,0,0,2
28663,2,1,0,0,0,2,0,0
28662,8,3,2,0,2,0,0,0
28661,5,0,0,0,0,0,0,2
28660,3,6,2,0,0,2,2,2
28518,2,1,0,4,0,0,0,0
28659,6,1,2,0,1,0,2,0
28658,4,1,0,2,0,0,0,0
28657,4,2,2,4,0,1,0,2
28679,0,0,0,0,0,0,0,0
28655,2,0,1,0,0,4,4,10
28653,2,2,4,2,2,5,3,2
28652,1,2,2,0,0,13,17,17
28656,1,0,4,0,2,0,0,0
28648,0,0,0,0,0,0,0,0
28647,1,0,1,0,0,0,0,0
28646,1,0,0,2,0,4,0,2
28644,6,4,4,2,1,0,2,2
28643,10,7,3,0,4,0,0,2
28642,0,0,0,0,0,0,0,0
28641,0,0,0,0,0,0,0,0
28640,0,0,1,0,0,0,0,0
28517,0,0,0,0,0,0,0,0
28525,0,0,0,0,0,0,0,0
28524,0,0,0,0,0,0,0,0
28523,0,0,0,0,0,0,0,0
28522,0,0,0,1,1,0,0,0
28519,1,0,0,0,4,0,0,0
28521,0,0,0,0,0,0,1,0
28520,0,0,0,0,2,0,0,0
28526,44,29,14,36,39,0,0,0
28516,1,5,1,1,2,0,0,0
28694,0,0,0,0,0,0,0,0
28696,0,0,0,0,0,0,0,0
28697,0,0,0,0,0,0,0,0
28698,0,0,0,2,0,0,0,0
28699,0,0,0,0,1,0,0,0
28701,0,0,0,0,0,0,0,0
28702,0,0,0,1,0,3,0,1
28703,0,0,0,0,0,2,0,0
28705,0,0,0,2,0,4,0,0
28706,0,0,0,4,2,0,0,0
28707,0,0,0,0,4,0,2,2
28708,0,0,0,2,0,2,0,0
28709,0,0,0,0,0,0,0,0
28710,0,0,0,0,0,0,0,0
28711,0,0,0,2,2,1,0,7
28712,0,0,0,1,0,0,2,2
28713,0,0,0,3,4,0,3,0
28714,0,0,0,2,0,0,0,0
28715,0,0,0,9,3,3,0,1
28716,1,2,2,1,4,0,0,0
28717,0,0,0,6,0,5,4,4
28718,0,0,0,5,7,0,2,2
28719,0,0,0,5,17,1,0,0
28720,0,0,0,1,4,2,0,0
28721,0,0,0,4,0,0,0,0
28722,0,0,0,7,8,0,2,1
28723,1,0,0,0,1,0,0,2
28724,1,0,0,4,10,3,0,0
28725,0,0,0,0,1,0,2,0
28726,0,0,0,1,1,1,1,0
28727,0,0,0,2,1,0,0,1
28728,2,0,0,10,3,1,0,0
28729,0,0,1,9,14,8,6,9
28730,0,0,0,6,4,0,0,0
28731,0,0,0,1,0,0,0,0
28732,0,0,0,8,7,4,3,6
28733,0,0,0,3,2,4,4,7
28734,0,0,0,4,2,4,3,0
28735,0,0,0,0,0,0,1,0
28736,0,0,0,2,4,2,0,5
28737,0,0,0,6,2,0,1,0
28738,1,0,0,3,1,2,0,0
28739,1,0,0,9,8,0,2,0
28740,1,0,0,2,0,0,0,0
28741,0,0,0,3,5,1,0,0
28742,0,0,1,14,1,5,4,5
28743,1,0,0,7,3,1,0,0
28744,0,0,0,5,6,3,0,0
28745,0,0,0,10,2,2,4,2
28746,0,1,0,3,3,2,0,0
28747,0,0,0,2,3,0,0,2
28748,0,0,0,2,0,2,0,0
28749,0,0,0,4,6,0,0,2
28750,0,0,0,0,0,0,0,0
28751,0,0,0,0,0,0,0,0
28752,0,1,0,7,3,2,0,3
28753,1,0,0,5,9,7,0,2
28754,0,0,0,2,2,2,4,6
28755,658,378,329,117,81,59,34,29
105370399,0,2,0,0,0,0,0,0
1603,711,606,559,232,211,443,405,331
63874,455,554,529,89,50,116,150,103
5018,1028,907,892,797,740,720,776,732
9056,271,276,322,165,202,172,195,190
122704,97,82,43,84,90,147,144,107
4323,3321,2794,2841,519,451,1059,951,973
26020,2039,1681,1748,481,414,566,549,532
161253,9,3,2,2,0,2,4,2
55147,648,562,568,472,383,490,453,475
100505758,2,0,1,0,0,0,0,0
10419,329,239,234,367,384,525,459,558
101926933,0,4,5,0,0,0,0,0
100189243,0,0,0,0,0,0,0,0
54930,259,264,266,101,81,152,120,133
100616424,0,0,0,0,0,0,0,0
84962,284,98,93,98,99,182,170,140
60686,100,67,67,51,49,86,79,76
5693,511,325,368,199,225,305,233,260
122706,0,0,0,0,0,0,0,0
64403,52,183,149,19,20,36,41,36
105370705,1,0,0,0,0,0,0,0
22985,1545,1176,1167,3948,3900,4474,4183,4440
55017,395,326,307,140,130,232,208,188
1053,12,0,1,0,0,2,2,2
23428,597,452,403,106,73,274,224,192
100507650,8,5,7,124,117,35,25,29
57594,313,111,141,217,187,171,151,140
90673,87,101,46,8,12,4,2,4
105378176,15,11,18,0,0,0,0,2
599,552,569,693,104,117,97,94,89
100529063,0,0,0,0,0,0,0,0
8106,24,29,16,79,73,122,101,123
51310,69,102,94,38,49,37,37,48
10278,140,303,272,37,51,52,67,45
64806,0,0,0,0,0,0,0,0
116173,4,7,9,0,0,0,0,0
4624,0,0,0,9,5,0,0,0
406990,0,0,0,0,0,0,0,0
4625,6,0,2,5,10,0,0,0
104564225,0,0,0,0,0,0,0,0
100126336,0,0,0,0,0,0,0,0
25983,217,167,182,172,195,260,243,301
79178,126,118,107,40,41,89,66,56
85446,20,16,18,117,101,168,149,192
8906,616,327,287,836,814,1020,931,974
102724814,43,47,31,9,5,15,16,15
84502,2,3,2,5,6,8,2,6
10202,8283,666,663,3730,3584,6756,6480,6636
55449,218,122,135,29,21,46,31,39
10901,81,67,64,194,179,228,214,320
317749,62,71,70,68,63,44,58,48
728635,4,8,4,21,11,5,4,6
90668,10,23,10,27,37,27,30,14
9362,3,8,23,13,14,4,6,2
4901,15,18,4,6,4,10,6,12
5106,301,151,154,183,164,236,235,277
80344,1048,577,531,330,322,435,406,449
161247,7,3,4,2,5,0,2,2
5720,1644,831,877,1509,1550,1230,1257,1239
51016,66,67,65,40,26,100,78,93
5721,915,400,482,777,840,676,702,664
102465801,0,0,0,0,1,0,0,0
55072,432,356,347,403,310,591,458,576
10379,863,462,450,434,475,541,522,555
9985,90,73,77,187,168,152,196,128
79711,245,190,207,267,272,478,408,372
10548,627,404,381,149,162,292,225,289
283629,9,7,3,282,263,201,161,186
29082,371,270,276,149,135,247,211,224
145553,3,8,7,3,0,25,7,9
100528064,0,0,0,0,0,0,0,0
4738,226,95,127,116,146,180,194,204
51292,736,420,432,253,242,432,382,380
26277,517,526,437,1226,995,1673,1683,1618
7051,19,12,3,42,38,51,46,37
5875,173,184,182,115,140,190,230,168
115817,160,137,129,307,296,269,254,221
161424,308,255,261,243,231,261,309,270
27141,4,0,2,0,5,2,0,3
56413,12,3,5,0,3,1,2,1
1241,74,75,63,31,25,24,15,25
196883,123,313,337,104,100,58,75,64
11035,139,133,117,102,65,55,61,47
4776,432,679,727,47,59,60,63,56
57523,608,442,451,496,536,568,597,624
23351,1046,563,550,544,528,588,514,581
643866,52,50,55,8,6,14,18,18
56948,46,62,45,96,123,71,71,90
101927045,34,17,10,10,3,4,4,1
1215,16,58,35,7,0,11,19,11
1511,64,131,121,4,0,8,2,6
2999,72,32,33,28,23,0,6,7
3002,122,37,40,12,20,4,7,5
29091,26,125,106,4,14,0,0,0
4857,48,106,74,8,6,6,9,10
101927062,0,0,0,0,0,0,0,0
102724890,0,0,0,0,0,0,0,0
101927081,0,0,0,0,0,0,0,0
100423019,0,0,0,0,0,0,0,0
100505967,0,0,0,0,0,0,0,0
100422830,0,0,0,0,0,0,0,0
103695363,0,0,1,0,0,0,0,0
2290,0,0,2,119,93,0,0,0
387978,0,1,4,0,2,0,0,0
5587,157,199,123,362,362,198,168,188
55632,290,159,169,425,466,520,407,447
23256,580,455,437,1234,1275,1352,1200,1220
1690,28,7,6,34,47,30,9,26
100506071,1,0,0,6,2,1,1,1
29966,347,369,369,890,937,778,691,732
693209,0,0,0,11,18,20,11,15
11154,78,65,65,72,84,45,63,53
25831,1956,1002,976,4930,4850,5607,5049,5058
25938,599,372,402,618,671,926,820,798
101927124,2,0,1,0,0,2,0,0
112487,170,93,112,43,44,35,32,43
2856,2,0,2,0,2,0,0,0
80224,151,105,79,250,220,370,323,400
84837,28,8,37,0,0,0,0,0
394,1525,941,847,3346,3301,3279,3200,3072
101954275,0,0,0,0,0,0,0,0
101954278,0,0,0,0,0,0,0,0
9472,59,390,312,82,71,32,45,48
64067,10,14,4,18,33,19,14,16
112399,511,273,294,258,234,753,802,854
171546,488,592,549,36,52,93,76,62
55837,373,217,263,392,325,323,280,280
26865,0,0,0,0,0,0,2,0
26866,0,0,0,0,0,0,0,0
58533,1429,864,871,954,848,838,762,780
1073,386,1758,1689,574,541,341,303,283
11177,996,451,487,2629,2636,3405,3158,3058
280655,1,3,0,2,2,2,6,0
6729,698,420,438,921,927,1109,1091,1028
283635,340,261,205,286,305,435,348,425
101927178,0,0,1,1,0,0,0,0
55012,274,226,208,342,316,348,340,361
9692,441,187,214,329,377,434,369,432
5687,876,525,474,1026,973,1374,1281,1294
4792,1160,2673,2477,1590,1507,2735,2556,2651
84684,0,2,0,2,0,0,0,0
253959,435,318,337,1441,1303,1854,1750,1757
84312,127,125,140,67,111,130,108,140
101101773,0,0,0,0,0,0,0,0
100886964,0,0,0,0,0,0,0,0
102723418,0,0,0,0,0,0,0,0
51562,162,166,176,264,297,106,116,97
253970,0,0,0,0,0,0,0,0
7080,0,0,0,0,0,0,0,0
100506237,0,0,0,0,0,0,0,0
26257,0,0,0,0,0,0,0,0
5083,28,14,15,12,6,6,14,11
89874,20,6,19,10,8,0,0,6
100616280,0,0,0,0,0,0,0,0
100129794,13,16,10,0,0,0,0,0
145282,155,58,66,190,179,253,229,233
3169,1125,266,240,2995,3112,2670,2571,2515
319089,38,7,7,940,955,556,581,593
6751,9,21,18,0,0,0,0,0
161198,179,270,353,50,41,20,18,22
102723503,0,0,0,0,0,0,0,0
283547,6,18,12,2,0,0,0,0
10484,1120,1547,1399,1390,1321,1676,1588,1728
8487,53,38,69,83,60,153,99,105
122553,382,370,361,419,432,327,297,310
5411,918,819,799,7936,7902,6827,6543,6661
117153,0,7,8,6,6,111,109,100
4253,446,349,357,2535,2421,3522,3312,3299
100288846,0,0,0,0,0,0,0,0
254170,269,242,221,185,169,232,171,182
644919,2,0,0,0,0,0,0,0
145581,62,119,117,22,16,34,28,26
84075,0,0,0,2,2,2,0,4
122525,100,113,91,34,26,47,58,69
101927418,4,1,1,0,0,0,0,0
54813,325,198,183,276,181,217,208,236
23116,466,253,204,955,884,890,863,942
55015,328,307,253,703,671,947,843,875
100113389,0,1,0,0,0,0,0,0
2287,496,324,286,595,516,661,614,663
57697,113,66,57,705,579,1022,897,958
55320,645,361,317,1205,1235,1247,1115,1151
100506412,0,0,0,0,0,0,0,0
140801,0,0,0,0,0,0,0,0
161357,0,1,1,0,0,0,0,0
100500919,0,0,0,0,0,0,0,0
100506433,0,0,0,2,0,0,0,0
6235,657,278,259,1809,1850,1959,1884,2013
6029,69,18,10,181,189,421,374,385
122769,94,61,50,66,76,109,87,108
6166,832,493,510,256,269,317,336,346
4247,492,351,357,382,408,786,708,803
55172,165,73,75,374,400,629,554,607
5427,27,11,10,100,98,149,132,137
122773,55,82,72,132,99,81,88,72
23588,568,447,448,732,753,807,835,887
9147,685,509,525,2261,2261,2635,2446,2503
378706,31,6,11,203,162,381,340,319
382,1719,1000,931,206,242,444,452,502
102464828,0,0,0,0,0,0,0,0
283551,43,6,13,1,3,11,7,6
100506499,6,4,1,0,0,0,6,0
196913,0,0,1,4,12,12,17,11
79609,82,73,84,47,54,53,50,47
6655,828,622,597,2133,1963,1926,1740,1868
79944,155,84,85,146,145,244,270,249
100616261,0,0,0,0,0,0,0,0
27109,190,77,80,124,109,172,148,154
8814,160,74,61,148,154,267,240,306
11183,912,573,526,1762,1848,2259,2231,2142
51062,154,160,191,230,222,139,161,141
60485,389,426,388,231,206,194,224,180
51199,1471,708,667,1595,1517,1494,1403,1496
145447,5,1,0,78,57,126,123,156
5836,1379,301,295,974,1040,5315,4919,5215
114088,31,30,34,16,10,30,37,34
81542,1237,468,503,481,469,553,481,485
283553,0,3,4,0,0,0,0,0
100874185,0,1,0,2,0,1,0,0
122786,987,1084,1018,666,704,636,649,587
145438,2,3,5,0,0,0,0,0
54331,551,393,366,18,8,31,21,18
102723604,0,0,0,8,9,2,2,1
51637,916,644,643,666,745,970,859,924
22795,479,517,552,192,163,251,259,257
5729,29,9,10,6,4,0,0,0
5732,123,51,46,2,14,8,4,11
57544,172,139,142,241,155,128,106,135
283554,12,12,8,3,1,6,14,18
30001,1882,720,602,1143,1030,2290,2222,2267
5706,750,415,456,741,697,923,760,945
6815,404,228,279,182,160,242,214,181
64841,463,264,211,114,152,214,210,212
10979,803,2531,2469,121,88,103,72,90
80821,426,192,194,651,622,730,718,872
101927620,0,0,0,0,0,0,0,0
100847076,0,0,0,0,0,0,0,0
652,315,311,323,102,70,226,232,224
1033,40,24,29,92,74,88,77,110
10175,722,529,519,332,307,443,371,387
2764,943,440,429,207,169,232,202,251
10668,128,96,81,47,63,88,89,69
23034,240,410,435,300,232,401,349,363
2643,307,142,141,280,259,193,154,184
100422984,0,0,0,0,0,0,0,0
11169,109,66,56,267,234,409,381,366
122809,532,305,288,333,355,354,307,322
93487,834,685,578,301,278,226,223,289
3958,1128,1729,1641,727,689,858,889,926
9787,142,44,39,322,280,282,298,307
55030,580,346,306,358,370,335,274,312
22863,352,235,249,199,208,203,164,185
387332,0,0,0,11,3,0,6,6
100129075,3,5,2,0,0,2,2,0
3895,4314,2160,2153,7952,7521,9564,8859,9302
645683,1,0,1,27,28,22,22,13
645687,0,0,0,0,0,0,0,0
57161,287,316,283,82,123,51,62,70
54916,314,179,194,350,311,265,258,251
5015,0,0,0,0,0,0,0,0
100309464,0,0,0,0,0,0,0,0
10640,1028,717,652,867,906,777,653,736
55745,799,366,375,536,554,497,427,525
122830,392,239,234,250,238,272,232,243
55195,11,0,0,45,30,102,101,101
341880,0,2,2,16,32,24,33,20
145407,38,49,46,19,27,10,10,13
55860,536,435,416,496,555,515,462,486
100189107,0,0,0,0,0,0,0,0
5684,563,354,352,1096,1069,1149,993,1045
379025,420,296,235,23,23,9,10,15
5926,591,397,379,1434,1363,1628,1505,1574
387990,3,1,3,3,10,10,10,9
26520,153,139,91,131,127,159,156,141
9786,245,203,170,822,765,1033,1049,1092
51339,161,310,335,56,53,15,14,6
102723742,0,0,0,0,0,0,0,0
23002,561,399,442,578,551,914,880,938
64582,30,29,35,15,2,6,6,24
112849,123,125,158,81,101,109,94,115
51528,392,320,369,451,507,554,458,467
729665,0,0,0,6,2,0,0,0
6252,61,49,73,8,16,20,10,10
100847088,0,0,0,0,0,0,0,0
341883,0,0,0,54,48,4,1,3
64430,452,426,410,918,916,987,887,918
51635,565,328,339,390,441,427,488,478
5494,898,569,548,524,448,413,386,364
317761,0,0,0,27,26,0,2,2
4990,0,0,0,0,0,0,0,0
105378189,0,0,0,0,0,0,0,0
104548971,0,0,0,0,0,0,0,0
6495,51,18,17,10,12,38,36,37
51804,140,16,29,45,72,85,83,111
4331,109,105,94,237,221,384,339,361
57570,260,142,157,224,191,294,277,247
145389,99,99,94,304,220,288,298,267
161291,614,269,247,66,71,101,87,138
5583,792,504,477,449,446,520,506,472
101927780,3,6,6,1,0,0,0,0
400221,5,1,4,0,4,0,7,6
100750246,0,0,0,0,0,0,0,0
3091,2901,1677,1518,3284,3210,5853,5540,5606
100750247,1,0,1,0,0,1,0,0
6617,279,115,103,150,143,197,195,224
83851,7,0,2,29,26,128,109,115
646113,4,10,10,0,0,0,0,0
101954204,0,0,0,0,0,0,0,0
27133,0,0,0,0,0,0,0,0
57381,229,558,492,15,9,28,33,26
122876,0,0,0,0,0,0,0,0
5529,710,448,434,566,556,927,762,775
112840,210,95,77,73,80,118,89,100
81537,430,239,217,44,48,34,35,43
23224,1467,443,422,15473,15562,29388,27513,28445
100313830,0,0,0,0,0,0,0,0
2100,27,21,15,33,26,59,23,43
441687,1,0,0,6,14,4,6,8
4522,529,385,370,1780,1729,2584,2319,2564
7597,88,65,62,115,111,131,181,125
9495,63,24,16,26,36,18,18,38
22890,873,506,416,757,723,932,802,920
102723809,4,0,0,0,0,0,0,0
3306,121,375,414,79,43,112,106,117
145376,37,2,2,39,25,29,11,29
26030,313,476,427,581,517,331,267,330
6710,35,34,25,186,171,73,80,70
102465841,0,0,0,0,0,0,0,0
100529261,0,0,0,0,0,0,0,0
91612,722,674,746,21,22,22,18,12
2877,1851,594,625,692,677,670,624,601
376267,998,273,203,457,427,467,448,480
2342,3,5,14,20,23,24,21,24
4149,589,423,341,638,656,523,487,480
100616490,0,0,0,0,0,0,0,0
100506321,3,2,0,4,18,5,0,2
100128233,0,0,0,0,0,0,0,0
100616176,0,0,0,0,0,0,0,0
645431,3,0,7,5,7,4,6,5
2530,483,448,417,570,660,672,602,649
693210,0,0,0,4,7,5,3,5
101927878,0,0,0,0,0,0,0,0
440184,0,0,0,0,0,0,0,0
10243,129,130,110,580,644,836,870,879
161142,1,0,1,11,19,15,3,6
64398,606,293,265,660,647,622,577,588
51382,528,420,367,434,459,581,591,629
1965,671,547,494,422,413,576,551,564
26499,102,32,26,159,107,149,150,161
100847064,0,0,0,0,0,0,0,0
161145,218,89,61,16,35,20,27,30
57475,178,36,29,814,718,2370,2209,2361
5283,119,86,68,41,48,68,82,74
384,202,212,209,250,253,279,210,244
10490,253,229,216,154,118,184,163,191
51109,621,500,524,194,188,319,353,283
145226,1,3,2,52,27,20,18,13
23503,631,403,354,2023,2022,2150,2043,2137
5890,66,63,54,161,166,542,489,525
100996664,2,2,0,0,0,0,0,0
677,5218,5314,5299,1247,1255,1287,1277,1282
105370548,4,0,0,0,0,0,0,0
87,2300,6085,5988,415,417,1195,1120,1123
161159,0,0,0,0,0,0,0,0
8816,902,744,745,956,955,1093,1082,903
55218,359,200,237,230,196,264,245,227
57452,31,122,110,2,4,2,1,2
2079,495,286,279,299,301,366,382,398
55334,888,505,454,332,299,501,510,513
105370551,0,0,0,0,0,0,0,0
400224,0,6,2,5,16,1,2,8
56936,0,0,0,0,0,0,0,0
9766,816,631,694,166,141,246,209,212
100289511,6,5,5,34,21,64,43,58
6430,1706,1466,1469,3420,3289,6229,5851,5777
6554,0,1,1,59,59,359,313,325
64093,37,13,2,8,6,87,99,99
6547,17,5,11,0,8,6,0,2
145241,0,0,0,4,1,2,2,0
51241,41,34,21,26,26,37,31,23
100529257,0,0,0,0,0,0,0,0
105370554,0,1,0,0,0,0,0,0
55333,659,363,365,8,11,8,12,9
8747,2,0,2,45,53,24,16,22
317760,2,6,4,20,24,12,8,18
8748,1,0,0,104,52,37,35,48
10001,214,161,159,343,294,201,210,244
101928075,1,0,0,0,0,0,0,0
23508,178,64,63,48,53,53,47,52
103695436,2,0,1,0,0,0,0,0
4293,152,32,28,126,112,252,261,272
22990,1363,639,618,2570,2510,3252,3000,3071
105370706,0,0,0,0,0,0,0,0
26037,660,443,398,1383,1316,2248,2259,2282
319139,0,0,0,0,0,0,0,0
145474,0,0,0,0,0,2,0,0
9628,12,8,28,97,106,372,342,377
102465832,0,0,0,0,0,0,0,0
8110,17,30,31,6,10,2,4,2
26094,95,100,97,93,95,147,115,174
100189359,0,0,0,0,0,0,0,0
53349,307,300,297,202,181,246,201,178
58517,1331,776,739,5558,5466,4845,4510,4807
5663,1239,546,527,1350,1156,1365,1262,1272
89932,358,184,175,72,64,58,35,55
101928123,11,8,9,0,0,0,0,0
8650,827,796,694,770,770,784,753,796
101928143,6,3,4,0,0,0,0,0
399671,1,3,4,71,89,71,60,50
79697,83,27,39,102,68,157,168,174
641371,17,20,13,20,27,40,31,65
10965,121,101,97,67,72,161,191,134
122970,14,5,8,14,8,47,70,31
641372,0,0,3,0,1,8,7,4
83544,169,142,126,96,84,135,119,136
9240,366,714,686,20,26,20,6,18
91748,440,596,585,480,456,517,501,548
100616158,0,0,0,0,0,0,0,0
100506476,30,11,12,0,0,0,0,0
145482,85,82,81,160,135,254,218,247
57862,415,393,355,584,586,809,702,800
145483,86,108,109,53,67,109,83,89
51004,128,78,103,619,534,882,831,894
957,681,493,478,365,325,1170,1207,1247
80127,70,96,64,110,94,194,189,200
4329,400,286,211,200,295,308,288,274
91750,120,132,91,24,15,12,17,9
338917,0,1,0,0,0,0,0,0
5826,271,298,271,289,284,343,329,311
55237,2,0,0,0,0,0,0,0
646658,0,0,1,0,0,0,0,0
10577,1142,1137,1134,1271,1226,1281,1158,1234
100616211,0,0,0,0,0,0,0,0
122961,122,34,34,25,29,33,39,44
4053,1055,1143,1133,623,591,1472,1402,1435
9870,671,303,305,506,457,565,556,569
51077,444,283,280,452,342,475,453,422
56252,907,422,390,4130,4018,4878,4790,4885
283571,20,7,10,34,36,44,76,57
1743,666,624,614,574,609,591,604,631
83694,13,34,34,17,45,49,57,46
5228,39,82,75,14,22,66,46,56
8892,207,209,232,372,394,559,548,532
27030,281,205,216,2713,2569,2941,2820,2754
97,42,9,19,65,77,84,81,79
79696,12,18,16,52,30,87,76,95
91754,1144,876,935,486,453,963,835,845
10972,3289,2163,2062,1374,1324,1866,1572,1768
2353,5862,9640,9597,3146,3005,1805,1605,1788
731223,7,5,0,0,0,0,0,0
101928377,9,3,7,0,0,0,0,0
122953,152,274,308,12,20,18,24,12
10538,114,31,37,51,78,109,105,107
102724153,0,0,0,0,0,0,0,0
55640,86,39,42,182,166,214,221,201
102465753,0,0,0,0,2,0,0,0
11161,315,182,176,105,119,203,171,177
23093,303,208,191,1424,1402,2080,1893,1970
7043,362,791,750,73,75,85,73,102
112752,107,100,85,307,282,375,337,386
55668,565,359,373,441,425,595,513,535
2103,6,2,4,8,16,5,0,0
22846,384,302,284,100,68,92,58,85
100506603,23,16,12,5,2,2,0,0
23357,334,196,242,119,120,214,159,143
145497,0,0,0,7,4,3,8,0
64207,291,265,253,98,87,218,165,237
105370579,0,4,1,0,0,0,0,0
283575,0,0,3,0,0,0,0,0
102724190,0,0,5,0,0,0,0,0
85457,455,535,525,170,126,132,114,119
283576,0,2,2,0,0,0,0,0
57156,2,2,7,17,8,4,4,4
58157,0,0,0,0,4,0,0,0
100302236,0,0,0,0,0,0,0,0
29954,146,113,152,682,579,739,590,637
2954,149,64,51,95,82,96,129,136
283578,496,246,234,51,69,110,102,99
161394,16,7,5,66,59,62,65,70
122945,7,4,0,21,20,35,36,37
63894,255,218,212,765,761,1024,972,974
10598,511,547,504,560,520,1261,1272,1210
145501,0,0,0,0,0,30,35,30
9517,1497,613,536,1330,1363,2061,1878,1948
8846,79,102,114,38,51,67,58,61
81892,56,61,57,382,359,395,351,386
22938,685,501,531,569,492,642,600,558
283579,0,1,0,6,2,0,3,3
57143,84,60,45,80,44,72,64,74
9369,141,208,228,106,121,13,10,10
1734,266,78,62,3,4,2,17,12
100628307,0,0,0,0,0,0,0,0
145508,103,73,69,378,359,485,443,392
7253,13,16,14,69,70,92,98,89
2957,888,371,420,598,566,786,751,725
677845,0,0,0,20,16,44,27,38
85439,463,95,113,724,610,706,740,751
100506700,0,2,2,0,0,0,0,0
6400,2579,1503,1534,643,569,816,770,865
101928559,0,0,0,0,0,0,0,0
100996280,0,0,0,0,0,0,0,0
23768,279,488,496,8,13,10,14,20
101928767,9,2,0,0,0,0,0,0
283585,0,0,0,0,0,0,0,0
2581,508,327,383,560,532,580,528,524
8477,188,95,82,20,36,72,86,63
101928791,0,0,0,0,0,0,0,0
283587,2,0,0,0,0,0,0,0
54207,4,0,2,0,0,2,2,4
55812,100,70,67,469,345,456,429,430
11099,277,305,287,386,348,241,231,262
79882,550,442,412,2017,1885,2572,2455,2545
161436,52,49,52,273,200,238,264,290
123016,301,251,190,1113,1140,1272,1357,1238
1112,1437,1500,1465,133,138,264,208,218
400236,5,1,12,12,8,13,9,10
29018,0,0,0,0,0,1,0,0
90141,80,36,49,159,131,175,175,185
55775,236,102,142,672,651,777,843,897
101927029,0,0,0,0,0,0,0,0
56659,8,9,9,2,0,6,2,4
5700,667,506,456,520,536,510,524,490
55051,210,111,119,403,387,479,458,458
801,3422,3934,3832,803,751,994,980,1069
400238,0,0,0,0,0,0,0,0
145567,222,186,200,234,200,635,649,669
101928909,0,0,0,0,0,0,0,0
9252,171,168,168,347,387,415,367,432
80017,644,573,546,562,551,776,800,766
100124539,0,0,0,0,1,0,0,0
8111,149,67,107,12,16,15,14,10
440193,468,437,383,711,678,672,574,628
55671,1125,609,649,1716,1541,1597,1448,1565
79820,0,0,0,22,26,0,0,0
123036,18,19,4,0,0,0,0,0
10516,750,1160,1056,134,129,124,133,112
9321,803,458,453,4088,4085,4997,4518,4940
4287,342,198,196,626,591,402,399,445
4707,80,48,44,611,637,692,606,669
53981,944,578,536,933,858,1155,988,1095
123041,42,34,27,0,2,3,0,6
105370707,2,0,2,0,0,0,0,0
79890,182,331,362,116,103,108,101,114
5641,1813,2126,2030,575,535,1526,1353,1470
9950,508,501,502,844,925,1097,1040,1046
1113,0,0,1,0,0,0,0,0
3705,104,194,106,4,28,32,6,2
319085,0,0,0,0,0,0,0,0
64112,21,26,36,0,0,0,2,2
26175,4,7,10,0,2,0,0,0
84520,0,8,0,0,0,0,0,0
55148,94,8,42,54,32,11,60,2
55727,124,29,27,6,10,12,4,6
57578,1,0,0,0,1,0,0,0
341947,0,0,0,0,0,0,0,0
145270,4,4,0,0,0,0,0,0
283592,0,0,0,0,0,0,0,0
90050,0,0,0,0,0,0,0,0
51676,30,207,174,0,0,0,0,0
100616140,0,0,0,0,0,0,0,0
256369,0,0,0,0,0,0,0,0
78990,6,0,2,0,0,0,0,0
57062,124,276,173,11,2,0,4,2
122509,11,17,6,2,0,0,0,0
3429,34,40,85,4,11,2,4,18
83982,4,0,2,2,2,0,0,0
57718,0,0,3,2,0,0,0,0
51156,0,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0
390502,0,0,0,0,0,0,0,0
5265,103,158,92,10,2,195,72,92
256394,0,0,0,0,0,2,0,0
327657,0,0,0,0,0,0,0,0
145264,0,0,0,0,0,0,0,0
5267,0,0,0,0,0,0,0,0
5104,11,10,10,0,0,0,0,0
12,149,241,216,6,1,4,0,0
388007,0,0,0,0,0,0,0,0
145258,1,0,0,9,6,2,2,0
23405,1605,608,646,6469,6333,6152,5835,5884
100422981,0,0,0,0,0,0,0,0
400242,17,11,7,0,1,0,0,0
79789,592,200,182,535,540,1465,1337,1392
101929080,0,0,0,0,0,0,0,0
79686,59,26,41,0,0,0,0,0
161176,90,58,55,33,22,58,55,45
105370641,0,0,0,0,0,0,0,0
283596,19,10,35,1,0,0,0,0
677768,0,0,0,0,0,0,0,0
51218,229,184,166,89,94,126,89,123
27004,0,0,1,0,0,0,0,0
9623,0,0,0,0,0,0,0,0
8115,50,3,19,4,2,0,0,0
100507043,0,0,0,0,0,0,0,0
56967,207,346,296,5,2,48,35,46
624,534,863,814,4,6,19,6,4
623,5,227,146,8,4,4,10,0
